,2day_kahu,solan,kahu,arki,kasauli,kandaghat,90day_kahu,4day_kahu
281,1.0,0.0,0.0,0.0,0.0,0.0,5.891111111111112,2.475
282,142.3,32.2,138.0,160.0,83.0,63.0,8.363333333333333,63.575
283,4.6,0.0,4.6,3.3,0.0,0.0,1.36,1.15
284,20.0,25.4,20.0,0.0,34.0,30.2,7.333333333333333,5.2
285,3.0,0.0,2.0,0.0,1.5,6.4,3.8988888888888886,3.500000000000004
286,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,7.089999999999999,5.551115123125783e-17
287,6.4,7.0,6.4,0.0,28.0,21.4,2.943333333333334,7.800000000000001
288,4.0,0.0,0.0,0.0,0.0,0.0,5.028888888888889,1.425
289,18.3,62.6,4.5,21.8,43.5,61.2,3.68,6.950000000000004
290,1.0,21.8,1.0,8.0,12.5,41.0,8.290555555555555,0.8500000000000001
291,2.4,0.0,0.0,0.0,0.0,1.8,5.192222222222222,6.225
292,17.3,1.4,2.7,0.0,0.0,1.025,5.704444444444444,4.325
293,19.2,25.0,19.2,14.733333333333334,0.0,14.733333333333334,1.2822222222222222,5.2
294,8.0,0.0,8.0,0.0,0.0,1.2,5.322222222222222,2.75
295,1.0,0.0,0.0,0.0,13.0,0.0,7.79,13.125
296,4.2,3.0,0.0,0.0,4.5,0.0,3.901111111111111,1.05
297,0.0,0.0,0.0,0.0,0.0,3.6,5.913333333333334,0.5
298,0.0,0.0,0.0,0.0,21.5,0.0,7.321111111111111,0.0
299,1.0,0.0,0.0,0.0,0.0,0.0,1.3044444444444443,5.3
300,191.7,34.4,8.7,22.15,45.5,0.0,8.53111111111111,64.825
301,6.5,0.0,0.0,0.0,0.0,0.0,5.7844444444444445,1.625
302,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,7.058888888888888,5.551115123125783e-17
303,0.5,0.0,0.0,5.4,0.0,0.0,6.485555555555555,0.125
304,10.000000000000002,9.8,10.0,4.0,0.0,2.1,7.529444444444445,5.125
305,19.2,18.4,19.2,0.0,7.0,22.6,5.111111111111111,6.5
306,1.8,44.2,1.8,0.0,36.5,7.2,5.242222222222223,2.95
307,6.0,0.0,0.0,0.0,0.0,0.0,5.718888888888889,1.5
308,10.2,8.0,10.2,16.1,4.5,5.6,1.793333333333333,3.025
309,38.8,0.0,0.0,0.0,0.0,0.0,3.868888888888889,14.05
310,18.5,23.2,18.5,0.0,8.5,11.2,9.264444444444443,4.925
311,250.6,129.2,183.0,136.325,117.0,116.1,8.434444444444445,62.9
312,0.0,0.0,0.0,0.0,7.5,0.0,1.01,0.0
313,20.0,3.3,20.0,10.2,46.0,0.0,5.13,5.5
314,7.5,0.0,0.0,0.0,0.0,0.0,6.066666666666666,2.25
315,2.0,0.0,2.0,0.0,54.5,26.8,4.907777777777778,0.5
316,0.0,1.2,0.0,0.0,1.5,4.0,7.901111111111112,0.625
317,24.7,0.0,0.0,0.0,4.0,13.0,6.714444444444444,48.675
318,2.0,33.6,0.0,0.0,41.5,1.8,5.913333333333334,0.5
319,14.6,1.2,13.2,3.8,3.0,0.0,3.323333333333333,3.65
320,41.5,2.8,41.5,5.0,0.0,1.0,1.4077777777777778,10.375
321,43.3,1.4,25.5,8.0,22.0,9.3,8.202222222222222,10.825
322,1.0000000000000018,0.8,1.0,0.0,0.5,3.2,6.87388888888889,1.0
323,3.0,7.4,0.0,2.0,30.0,12.8,8.917777777777777,7.825
324,0.0,0.0,0.0,0.0,11.0,0.0,4.774444444444445,0.875
325,4.5,1.6,0.5,0.0,6.5,0.0,5.461111111111111,1.125
326,2.5,0.0,0.0,0.0,0.0,0.0,2.171111111111111,1.0
327,0.0,0.0,0.0,0.0,0.0,2.8,5.042222222222223,1.7
328,115.0,11.0,47.0,80.5,26.5,38.2,1.9977777777777777,29.45
329,24.7,7.0,5.5,8.2,7.5,5.8,6.703333333333334,6.324999999999999
330,0.0,0.0,0.0,0.0,1.0,0.0,4.551111111111111,0.1250000000000035
331,4.7,0.0,4.7,4.05,8.0,3.5,9.158888888888889,1.175
332,5.551115123125783e-17,6.2,0.0,0.0,0.0,5.5,1.4166666666666667,1.3877787807814457e-17
333,5.8,3.6,4.5,0.0,3.5,5.5,7.206666666666667,1.45
334,1.0,0.0,1.0,0.0,0.0,0.0,5.484444444444445,5.8
335,43.0,17.4,23.0,80.6,24.0,32.2,5.385555555555555,11.25
336,10.0,14.4,10.0,0.0,22.0,56.0,2.51,2.5
337,0.8,0.0,0.0,0.0,2.0,0.0,1.538888888888889,0.35
338,0.5,3.4,0.5,10.1,0.0,6.4,2.2944444444444443,0.125
339,7.4,0.0,7.4,18.1,0.0,0.4,3.374444444444445,2.900000000000001
340,2.0,0.0,0.0,0.0,0.0,0.0,4.907777777777778,0.5
341,13.6,17.8,7.0,10.0,45.5,22.1,8.441666666666666,3.65
342,2.1,0.0,0.7,0.0,0.0,0.0,6.675555555555556,1.525
343,0.0,0.5,0.0,0.0,0.0,0.0,3.252222222222222,4.75
344,0.6,7.3,0.6,0.0,1.0,2.8,1.9,0.15
345,0.0,0.0,0.0,0.0,14.5,3.625,3.836666666666667,1.6
346,1.6,0.0,0.0,0.0,0.0,0.0,1.0688888888888888,4.75
347,0.5,0.0,0.0,0.0,0.0,0.0,2.7777777777777777,37.125
348,0.2,0.0,0.0,0.0,0.0,0.0,3.344444444444445,5.500000000000004
349,7.6,4.5,6.6,8.0,5.5,15.0,8.363888888888889,2.3
350,3.5,0.0,1.0,11.8,0.0,0.0,4.8,5.2
351,0.0,4.7,0.0,0.0,2.5,1.8,2.101111111111111,0.0
352,3.5,0.0,0.0,0.0,0.0,0.0,6.607777777777779,0.875
353,28.3,16.4,4.0,21.4,22.5,16.1,8.884444444444444,18.700000000000003
354,61.7,35.0,61.7,31.8,29.5,35.0,7.7444444444444445,15.425
355,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,7.172222222222223,5.551115123125783e-17
356,3.0000000000000018,20.0,0.0,0.0,1.0,4.0,6.8627777777777785,3.25
357,0.0,33.4,0.0,0.0,21.0,3.0,3.577777777777777,7.300000000000003
358,17.8,2.5,17.8,13.0,19.0,6.1,8.071111111111112,4.45
359,5.7,3.8,4.0,0.0,9.0,4.2,5.045555555555556,1.425
360,1.8,0.0,1.8,3.6,4.0,0.0,4.591111111111111,0.875
361,8.2,6.4,6.6,14.0,0.0,4.0,8.052777777777777,21.275
362,1.2,0.0,1.2,0.0,0.0,1.2,9.012222222222222,2.125
363,5.0,0.0,5.0,0.0,24.5,3.6,1.681111111111111,1.25
364,45.2,13.8,40.5,21.8,0.0,18.0,2.1044444444444443,15.475
365,23.8,8.2,23.8,0.0,24.5,0.0,1.3511111111111112,14.825
366,4.2,1.4,0.0,0.0,3.0,2.6,3.292222222222222,1.375000000000001
367,3.8,1.0,0.0,0.0,0.0,17.2,7.11888888888889,0.95
368,23.3,48.0,13.8,8.2,54.5,41.4,3.63,5.825000000000004
369,10.0,0.0,0.0,0.0,0.0,1.8,1.77,2.5
370,4.5,0.0,0.0,0.0,0.0,0.0,6.15,1.125
371,68.5,4.0,32.5,24.4,5.8,31.0,4.915555555555556,21.25
372,6.8,0.0,0.0,0.0,0.0,0.0,5.042222222222223,1.7
373,0.5,13.8,0.5,1.8,8.0,19.2,9.27,0.125
374,15.5,0.0,0.0,0.0,0.0,0.4,4.593333333333333,6.375000000000004
375,12.0,3.8,1.0,7.8,8.5,3.8,3.8766666666666665,3.000000000000004
376,0.0,4.3,0.0,0.2,3.0,4.0,5.923333333333334,6.675
377,3.8,1.0,3.8,0.0,6.0,34.6,7.11888888888889,0.95
378,3.5,2.4,3.5,0.0,2.0,17.2,5.537777777777778,0.875
379,59.5,8.0,8.0,0.0,30.0,58.0,4.734444444444445,26.75
380,32.4,0.0,0.0,28.4,36.5,1.0,7.20888888888889,8.274999999999999
381,0.5,9.0,0.0,0.0,28.5,16.2,8.615555555555556,5.875
382,3.7,4.7,3.7,0.0,8.0,5.0,3.8677777777777775,3.425
383,77.9,19.6,46.0,0.0,11.5,27.0,6.501111111111111,20.225
384,51.0,25.4,32.0,28.475,22.5,34.0,5.3533333333333335,18.25
385,0.0,0.0,0.0,0.0,7.0,0.0,8.363333333333333,35.575
386,14.0,0.0,0.0,0.0,0.0,0.0,3.96,9.925
387,69.5,2.8,7.5,145.4,15.0,14.5,6.046666666666666,28.125
388,12.2,0.0,4.2,0.0,19.0,5.8,1.6688888888888889,3.25
389,0.0,0.0,0.0,0.0,0.5,0.125,5.525555555555556,0.0
390,31.4,0.0,1.9,2.0,2.0,4.1,8.44888888888889,11.4
391,23.0,69.7,23.0,54.0,62.5,50.0,8.61,5.75
392,22.2,0.0,0.0,2.0,6.5,0.0,5.473333333333334,9.85
393,21.0,2.0,0.0,0.0,2.5,0.2,6.262222222222222,7.85
394,3.0,0.0,0.0,0.0,0.0,0.0,6.305555555555555,4.375
395,11.4,20.1,2.4,10.4,7.5,28.2,4.027777777777778,2.85
396,6.9,34.0,6.9,0.0,0.0,0.0,2.895555555555556,2.1
397,43.5,4.2,43.5,8.0,4.5,15.05,4.5777777777777775,19.75
398,23.4,10.0,13.4,0.0,0.0,9.0,0.9244444444444444,5.85
399,1.8,0.0,0.0,0.0,0.0,0.0,3.3744444444444444,0.45
400,5.0,11.6,0.0,20.4,2.5,29.4,1.681111111111111,1.25
401,9.6,1.8,6.8,5.6,7.0,0.0,4.833333333333333,4.525
402,46.9,1.8,40.0,0.0,5.5,0.0,3.3400000000000003,12.1
403,108.0,1.0,69.0,20.0,2.5,0.0,6.845555555555555,32.5
404,72.5,13.1,66.0,30.0,0.0,0.0,4.85,19.1
405,96.2,90.5,49.5,31.0,48.5,70.0,5.143333333333333,32.8
406,29.5,31.0,17.5,47.8,9.5,32.3,2.3988888888888886,12.375
407,5.3,6.0,4.8,4.2,22.0,7.0,8.500555555555556,4.725
408,44.3,34.0,17.8,10.4,32.5,13.2,3.773333333333333,11.825
409,2.4,1.2,0.0,0.0,0.0,0.3,3.836666666666667,4.55
410,0.4,3.4,0.4,0.0,0.0,0.95,5.308888888888889,2.6
411,0.0,0.8,0.0,2.0,1.5,8.2,5.23,0.0
412,0.8999999999999999,1.0,0.7,6.4,37.5,1.4,6.848888888888888,4.65
413,23.3,2.7,4.8,17.0,4.0,2.3,8.053333333333333,27.175
414,6.9,0.6,3.4,1.0,0.0,0.0,1.4544444444444444,4.325
415,0.8,1.1,0.8,0.0,5.0,1.2,1.6311111111111112,0.35
416,85.4,4.2,10.4,20.4,22.5,8.1,7.794444444444444,48.35
417,9.2,0.0,0.0,0.0,0.0,0.0,4.985555555555556,2.3
418,18.5,1.0,0.0,13.8,0.0,0.8,9.264444444444443,4.625
419,2.5,4.2,2.5,22.0,4.5,41.0,1.712222222222222,3.624999999999999
420,13.0,1.0,9.5,0.0,0.0,0.0,7.098888888888888,9.525
421,2.2,1.0,2.2,0.0,12.5,0.6,7.143333333333334,1.5
422,31.2,0.0,22.0,0.0,5.5,2.4,4.265555555555555,8.750000000000004
423,17.5,1.0,12.0,0.0,0.0,0.0,8.11111111111111,11.425
424,9.2,1.4,6.2,1.9,0.0,0.0,9.157777777777778,2.6
425,39.8,37.7,31.3,4.0,40.5,40.7,1.551111111111111,11.749999999999998
426,0.5,1.0,0.5,12.2,36.0,0.0,7.001111111111111,0.125
427,1.0,18.8,1.0,0.0,7.5,6.825,1.1944444444444444,0.25
428,25.7,0.0,6.5,16.8,0.0,0.0,3.804444444444444,12.3
429,40.0,1.6,0.0,0.0,0.0,0.0,3.3400000000000003,11.725
430,24.0,0.6,20.0,6.9,7.0,0.0,3.008888888888889,10.225
431,5.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,1.25
432,3.0,5.0,3.0,2.1,1.5,8.3,5.504444444444445,1.0
433,90.2,34.8,70.0,65.0,57.0,23.0,2.728888888888889,40.675
434,41.8,19.0,26.8,12.0,6.0,18.3,8.157777777777778,13.45
435,0.0,0.0,0.0,0.0,0.0,15.0,1.8644444444444448,3.424999999999999
436,13.4,0.0,0.0,0.0,0.0,0.0,7.451111111111111,8.350000000000001
437,42.8,22.2,24.3,31.0,55.5,14.0,8.84,18.9
438,5.3,3.8,5.3,0.0,3.5,4.3,5.3,1.575
439,0.2,0.0,0.2,0.175,0.5,0.0,4.576666666666666,1.1
440,0.0,0.0,0.0,0.0,25.5,0.0,5.913333333333334,0.0
441,10.0,0.0,0.0,0.0,0.0,0.0,5.304444444444445,2.5
442,28.2,1.0,2.7,10.0,5.0,0.0,8.232222222222223,11.5
443,2.0,0.0,2.0,0.0,0.0,0.0,5.913333333333334,0.75
444,85.5,49.6,85.5,122.0,67.0,72.0,2.077777777777778,23.425
445,2.0,0.0,0.0,0.0,0.0,0.0,4.094444444444444,9.375
446,2.5,1.5,2.5,0.0,0.0,2.0,8.034444444444444,0.625
447,0.0,0.0,0.0,5.0,25.5,0.0,8.038333333333334,7.125
448,0.8,0.0,0.0,0.0,3.5,0.2,5.2,0.2
449,20.0,34.0,20.0,17.725,10.5,6.4,1.5522222222222222,5.0
450,153.89999999999998,52.8,24.7,60.4,26.5,28.8,6.714444444444444,48.675
451,11.0,4.1,11.0,3.6,0.5,7.8,3.8655555555555554,3.550000000000004
452,17.1,15.4,11.5,13.55,14.0,13.3,4.45,28.525
453,13.9,16.6,3.5,8.15,7.5,5.0,1.4166666666666667,3.475
454,8.7,2.6,8.7,0.0,10.5,6.0,5.384444444444445,17.8
455,21.2,0.6,1.2,1.325,1.0,2.5,3.022222222222222,7.675000000000001
456,38.6,42.0,13.8,195.0,13.0,65.95,2.6,10.275
457,51.5,9.8,39.0,47.8,10.0,15.0,7.778888888888889,14.0
458,0.0,0.8,0.0,0.0,0.0,19.9,8.006666666666668,0.0
459,11.5,4.4,11.5,7.0,47.0,17.475,5.966666666666667,5.375
460,0.0,0.0,0.0,0.0,0.0,2.2,8.006666666666668,0.0
461,6.8,0.0,6.8,30.0,0.0,0.0,2.5544444444444445,4.2
462,36.5,2.4,14.5,49.2,16.5,20.8,3.348888888888889,10.725
463,23.4,10.0,13.4,0.0,4.5,6.975,3.6344444444444446,5.85
464,0.5,13.2,0.5,4.0,9.5,0.0,3.852222222222222,1.05
465,0.0,0.0,0.0,0.0,15.0,0.0,5.23,8.025
466,6.5,9.833333333333334,6.5,23.0,0.0,9.833333333333334,3.92,1.875
467,17.2,0.0,8.7,0.0,0.0,0.0,5.226666666666667,8.850000000000001
468,0.0,13.6,0.0,0.0,0.0,5.1,2.798888888888889,4.525
469,0.0,0.0,0.0,0.0,6.0,0.0,0.9466666666666668,0.0
470,22.0,0.0,0.0,0.0,6.5,0.0,5.662222222222223,9.9
471,40.8,0.0,19.0,4.75,0.0,0.0,5.017777777777777,10.25
472,31.4,4.0,31.4,69.4,72.5,44.325,1.7066666666666666,7.85
473,13.5,0.0,0.0,0.5,2.0,0.0,2.482222222222222,20.375
474,16.5,0.0,15.5,34.0,0.0,0.0,4.154444444444445,4.375
475,0.0,1.5,0.0,0.0,0.0,0.0,1.551111111111111,0.0
476,48.8,1.4,38.8,46.0,23.0,21.4,3.868888888888889,14.05
477,24.0,24.4,23.5,0.0,41.0,15.8,3.5188888888888887,6.0
478,2.0,0.0,0.0,0.0,0.0,0.0,7.172222222222223,0.925
479,0.0,0.0,0.0,0.0,2.0,0.0,7.321111111111111,6.25
480,10.0,0.0,10.0,60.0,0.0,17.5,5.321111111111112,2.5
481,13.7,0.0,1.2,2.2,8.0,0.0,9.05888888888889,3.725
482,74.9,41.5,43.5,81.2,46.0,53.05,2.145555555555556,18.725
483,3.5,0.0,3.5,0.0,10.0,0.0,6.667777777777778,0.875
484,30.4,0.0,0.0,0.0,5.5,0.0,2.97,7.599999999999999
485,1.4,0.0,0.0,0.0,0.0,0.0,3.3200000000000003,0.4750000000000008
486,1.7000000000000002,0.0,0.0,0.0,5.0,0.0,4.571111111111111,3.825
487,62.5,11.6,59.0,0.0,6.5,16.0,6.193333333333333,15.625
488,23.8,8.8,0.0,0.0,0.0,17.1,1.3511111111111112,7.075
489,2.8,29.4,2.8,70.4,8.5,36.0,0.8033333333333333,0.7
490,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,7.121111111111111,5.551115123125783e-17
491,13.7,15.0,13.7,15.0,23.0,38.0,1.8644444444444448,4.049999999999999
492,0.5,0.7,0.0,5.4,19.5,1.8,9.27,0.125
493,26.7,6.6,15.7,20.7,1.0,17.0,5.923333333333334,6.675
494,6.2,0.0,6.2,0.0,0.0,0.0,6.95888888888889,1.55
495,30.9,9.0,22.2,34.1,39.0,4.5,5.473333333333334,14.4
496,19.8,0.0,1.8,10.575,40.5,0.0,2.56,6.5
497,22.0,0.0,0.2,0.0,0.0,0.0,3.344444444444445,5.500000000000004
498,4.5,2.8,4.5,5.4,0.0,0.0,4.487777777777778,5.000000000000004
499,2.0,0.0,0.0,0.0,0.0,0.0,0.9466666666666668,6.35
500,34.5,100.4,23.0,53.425,71.0,19.3,4.622222222222222,34.275
501,6.2,2.6,6.2,4.95,8.5,2.5,2.348888888888889,1.55
502,7.2,11.6,0.0,0.0,1.5,0.0,7.309444444444445,7.875
503,67.0,68.6,67.0,6.0,79.5,24.0,6.667777777777778,16.75
504,1.5,0.0,0.0,0.0,0.0,0.0,2.126666666666667,0.375
505,47.5,55.0,29.0,58.4,16.0,62.5,4.073333333333333,20.175
506,4.5,0.0,0.0,0.0,1.0,3.4,4.265555555555555,1.1250000000000036
507,1.9,6.2,0.0,0.0,0.0,11.6,1.68,0.6
508,1.1,7.3,0.0,22.575,83.0,0.0,8.99,2.5250000000000004
509,0.0,0.0,0.0,5.0,5.0,0.0,5.505555555555556,1.0
510,40.8,2.4,40.8,26.4,21.5,21.2,5.004444444444444,10.200000000000005
511,9.5,0.0,0.0,0.0,0.0,0.0,0.6811111111111111,2.375
512,8.0,0.0,0.0,0.0,12.5,0.0,5.322222222222222,2.75
513,0.0,6.8,0.0,0.0,23.5,0.8,5.192222222222222,0.75
514,14.0,0.0,10.0,0.0,15.0,15.4,4.421111111111111,4.625000000000004
515,10.0,0.0,0.0,0.0,2.0,13.4,4.421111111111111,3.500000000000004
516,5.5,50.4,5.5,26.85,10.0,41.5,9.253333333333332,1.375
517,12.5,7.6,12.5,66.8,11.5,7.5,7.345555555555555,4.575
518,6.8,2.0,6.8,7.2,33.5,8.4,5.042222222222223,1.7
519,5.0,3.8,5.0,4.2,2.5,0.0,5.978888888888889,11.425
520,59.3,0.0,0.0,0.0,0.0,0.0,10.67,36.875
521,22.3,2.8,12.5,0.0,6.0,5.325,1.718888888888889,12.175
522,0.0,0.0,0.0,5.4,0.0,1.35,1.3577777777777778,0.3
523,0.0,0.0,0.0,0.0,16.5,0.0,8.038333333333334,0.0
524,1.7763568394002505e-15,1.0,0.0,0.0,0.0,0.0,8.363888888888889,0.0
525,34.2,0.0,13.2,12.4,54.0,2.6,4.547777777777777,18.8
526,0.7,2.6,0.7,1.0,4.0,4.1,8.320555555555556,2.75
527,12.0,0.0,0.0,0.0,0.0,0.0,1.6844444444444444,2.999999999999999
528,1.7,1.0,1.7,0.0,3.0,1.425,5.001111111111111,0.425
529,1.0,0.0,1.0,0.0,0.0,0.0,3.971111111111111,5.375
530,0.0,0.0,0.0,0.0,29.0,57.0,1.3544444444444443,1.15
531,10.0,0.0,10.0,0.0,0.0,1.4,5.411111111111111,3.825
532,112.0,0.0,53.0,15.0,5.0,0.0,6.782222222222222,28.875
533,35.5,52.7,33.5,60.0,32.5,44.675,4.421111111111111,8.875
534,30.5,0.0,0.0,0.0,2.5,0.0,5.23,8.1
535,2.0,1.0,1.0,0.625,0.5,0.0,1.3044444444444443,5.3
536,13.15,18.0,12.2,16.2,16.0,49.0,6.813888888888889,20.0375
537,37.8,0.0,22.0,60.0,0.0,0.0,5.662222222222223,9.9
538,39.0,4.1,39.0,2.4,1.5,7.3,6.095555555555555,19.200000000000003
539,43.5,0.5,0.0,0.0,0.0,0.125,2.145555555555556,18.725
540,6.4,9.4,2.4,0.0,0.0,2.95,3.836666666666667,4.55
541,1.5,6.8,1.5,0.0,0.0,0.0,2.7944444444444443,0.375
542,14.6,0.0,14.6,0.0,6.0,5.15,5.674444444444445,3.65
543,1.9,0.0,0.0,0.0,9.0,0.0,8.354444444444445,11.35
544,30.0,0.0,0.0,0.0,0.0,0.0,10.26,18.625
545,28.8,0.0,0.0,0.0,0.0,0.0,7.25,29.075
546,31.0,32.0,31.0,45.2,30.0,41.6,1.2733333333333332,7.75
547,19.7,0.0,11.0,3.625,1.0,2.5,9.268888888888888,8.875
548,32.8,3.4,28.0,31.0,31.5,72.4,8.364444444444445,15.425
549,2.2,0.0,1.0,2.95,4.5,6.3,3.033333333333333,6.550000000000001
550,3.8,0.0,2.4,0.6,0.0,0.0,5.667777777777777,15.5
551,0.5,0.0,0.0,0.0,0.0,0.0,3.6566666666666663,7.125
552,46.400000000000006,7.4,4.2,0.0,37.5,12.275,5.101111111111111,22.65
553,14.7,12.4,8.5,21.325000000000003,14.0,50.4,3.182222222222222,4.300000000000001
554,9.7,0.0,0.0,0.0,0.0,0.0,1.012222222222222,2.8
555,23.2,1.4,22.5,0.0,2.0,0.8,6.383333333333334,6.925
556,0.5,0.0,0.0,0.0,0.0,0.0,1.4166666666666667,0.7
557,0.5,0.0,0.0,0.0,0.0,0.0,4.991111111111112,0.125
558,85.0,1.7,62.0,75.6,1.5,3.2,6.074444444444444,26.25
559,14.4,13.2,14.4,19.0,21.0,13.0,8.198333333333334,3.6
